"dataset_id","state","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022"
"NLCD_canopy_perc","IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10483.76292,NA,NA,NA,NA,10216.113256,NA,NA,NA,NA,NA,NA
"NLCD_forest","IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21059.00784,NA,NA,21032.913007,NA,20972.86093,NA,20963.382088,NA,NA,20952.796457,NA,20997.155699,NA,NA,20974.776787,NA,NA,20943.952217,NA,20940.091203,NA
"NLCD_forest_woodywet","IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24270.930741,NA,NA,24235.384919,NA,24173.884902,NA,24143.138685,NA,NA,24138.072575,NA,24212.241607,NA,NA,24182.377905,NA,NA,24143.107295,NA,24133.504083,NA
"NRI_total","IL",NA,NA,14823.9579117766,NA,NA,NA,NA,15058.6806960745,NA,NA,NA,NA,15447.187373533,NA,NA,NA,NA,15989.4779441522,NA,NA,NA,NA,16139.214892756,NA,NA,NA,NA,16390.1254552813,NA,NA,NA,NA,16515.5807365439,NA,NA,NA,NA,NA
"NRI_grazed","IL",NA,NA,2703.35896398219,NA,NA,NA,NA,2828.81424524484,NA,NA,NA,NA,2731.68757588021,NA,NA,NA,NA,2100.36422501012,NA,NA,NA,NA,2047.75394577094,NA,NA,NA,NA,2015.37838931607,NA,NA,NA,NA,2055.84783488466,NA,NA,NA,NA,NA
"NRI_notgrazed","IL",NA,NA,12120.5989477944,NA,NA,NA,NA,12229.8664508296,NA,NA,NA,NA,12715.4997976528,NA,NA,NA,NA,13889.113719142,NA,NA,NA,NA,14091.460946985,NA,NA,NA,NA,14374.7470659652,NA,NA,NA,NA,14459.7329016592,NA,NA,NA,NA,NA
"DW_trees_annual_mode","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90610.537649,89011.929545,86835.148929,88571.347199,86176.244354,89264.280445
"DW_trees_gs_mode","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90376.176128,88972.441149,88527.65257,88955.760821,87130.348767,88826.822131
"DW_trees_prob_10","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110216.291087,108756.002691,107197.976408,106823.734735,104245.169718,108460.696527
"DW_trees_prob_25","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91240.295463,89434.647804,88278.973756,89391.856159,87568.19353,89882.733943
"DW_trees_prob_50","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71220.17697,69936.776104,66943.168347,69329.052652,67715.557819,71676.071473
"ESA_trees","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92273.588386,90824.405983,NA
"ESRI_2020_trees","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79421.966516,NA,NA
"ESRI_annual_trees","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79998.993426,79444.464939,79385.222174,77881.908156,78675.26123,78675.26123
"Hansen_GFC","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68582.258693,67959.567324,67403.164767,66768.467508,65945.489311,65288.894271,64253.94343,63536.4646,62800.477936,62335.345854,61845.932007,61386.342799,60724.832878,60193.872008,59560.487307,58713.274017,57618.841592,56752.921829,55962.126035,55339.059247,54816.631614,53995.196793,NA
"LCMAP_trees","WA",78536.231054,78261.893523,77826.498031,77468.923291,77108.740037,76863.262856,76657.020187,76479.047174,76582.85364,76699.559534,76627.401137,76747.996567,76916.667836,76962.095844,76887.830308,76883.830185,76934.212267,76874.776277,76803.411201,76537.902056,76448.600869,76358.905916,75861.793256,75835.861115,75868.486845,75982.453429,76044.21673,76112.635496,75921.398085,75819.056661,75455.267152,74962.079908,74905.919417,74489.713154,74274.382372,74303.648954,74121.784524,NA
"LCMAP_trees_woodywet","WA",79748.823621,79471.93279,79034.435798,78675.613658,78314.074104,78068.48532,77862.84835,77687.220737,77795.38218,77913.510074,77844.617777,77966.812507,78136.841054,78182.211462,78109.484025,78109.330503,78161.667296,78102.575107,78031.61143,77763.251085,77674.002021,77584.955968,77082.656608,77053.895805,77084.186936,77196.564797,77255.88042,77322.024885,77126.088797,77020.437172,76651.557264,76154.957805,76098.730715,75676.321651,75457.80487,75484.774662,75297.414832,NA
"LCMS_all_trees_mixes","WA",97812.877464,98241.971703,98608.196498,98840.774802,99110.754229,99382.4808,99601.962794,99733.253611,100172.886028,100439.615068,100551.398435,100663.130689,100765.380642,100785.86832,100734.380544,100717.163131,100596.997097,100579.316428,100480.579754,100514.88031,100751.318269,100708.973191,100482.991595,100628.087788,100913.350965,101226.730764,101378.817229,101480.634868,101437.759983,101483.392037,101221.128603,100657.247481,100327.150683,99752.14093,99909.606684,100282.388841,100567.405937,101191.841735
"LCMS_forest","WA",97393.855874,99496.152712,99816.368827,100065.238125,100321.535724,100568.523801,100711.311945,100715.11081,100922.691091,100991.143895,101106.211962,101150.558488,101178.867727,101139.844316,101096.155676,101012.965867,100832.382529,100845.004422,100785.645109,100882.128868,101036.117354,101001.719265,100911.474437,101011.35456,101196.743491,101399.191072,101472.48583,101523.159691,101591.380567,101570.670172,101364.203117,101080.42548,100781.780174,100473.196598,100669.004414,100909.760827,101136.15577,102089.254874
"LCMS_trees","WA",92672.466938,92913.808567,93155.610674,93187.72423,93378.856683,93554.643014,93735.11761,93862.760329,94196.251316,94430.729442,94574.949875,94672.767423,94733.392605,94729.312235,94612.55604,94502.635461,94310.650334,94224.46626,94059.531607,93943.398204,94029.475789,93821.568504,93444.886224,93473.663685,93664.321669,93906.416128,94077.480804,94185.418016,94007.856903,94104.590777,93865.683592,93239.811839,92863.904364,92377.764321,92363.282947,92608.300616,92781.916161,93078.06834
"LCMS_trees_shrubs_mix","WA",92814.549261,93058.08487,93303.176947,93339.904408,93532.122712,93710.329732,93891.746728,94018.515794,94357.481272,94592.245037,94737.797329,94838.984505,94906.857458,94907.277564,94794.480522,94690.074356,94504.153263,94421.951167,94259.932196,94146.255282,94238.192068,94037.639082,93665.365983,93701.126587,93897.364807,94141.687524,94315.258012,94426.489351,94254.794177,94353.016027,94112.184928,93501.054988,93133.997654,92652.496062,92648.874268,92901.863205,93076.541625,93357.109496
"MODIS_1_IGBP","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71513.429411,71382.518627,69691.621568,69917.123529,69904.92549,67976.818627,67016.37549,65728.907843,65217.783333,66180.456862,66912.166666,66980.995098,68277.529411,69648.311764,70039.191176,68937.436274,67798.192156,67128.556862,66751.835294,67268.171568,66895.22549,NA
"MODIS_2_UMD","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72366.587254,71741.566666,70016.762745,70214.597058,70189.341176,68255.199999,67293.256862,66002.22647,65486.60196,66458.035294,67213.261764,67301.157843,68602.02549,69978.12647,70360.311764,69258.364705,68121.402941,67446.85098,67064.499999,67575.042156,67202.769607,NA
"MODIS_3_LAI","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72366.587254,71741.566666,70016.762745,70214.597058,70189.341176,68255.199999,67293.256862,66002.22647,65486.60196,66458.035294,67213.261764,67301.157843,68602.02549,69978.12647,70360.311764,69258.364705,68121.402941,67446.85098,67064.499999,67575.042156,67202.769607,NA
"MODIS_4_BGC","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98543.980392,97355.109803,95427.582352,95901.189215,96557.237254,95798.287254,95116.760784,94761.945098,94816.685294,94727.718627,94114.641176,93583.232352,94235.145098,94253.387254,94329.25196,93637.35098,92647.349019,92758.081372,93196.413725,93140.292156,92241.971568,NA
"MODIS_5_PFT","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98331.730392,97231.789215,95365.496078,95875.949019,96540.317647,95787.240196,95112.213725,94757.860784,94813.35098,94724.112745,94112.328431,93581.919607,94233.082352,94250.887254,94325.918627,93635.85098,92645.849019,92756.831372,93194.413725,93138.042156,92239.471568,NA
"NLCD_canopy_10","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88334.517042,NA,NA,NA,NA,87441.051148,NA,NA,NA,NA,NA,NA
"NLCD_canopy_20","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83150.350312,NA,NA,NA,NA,82263.46975,NA,NA,NA,NA,NA,NA
"NLCD_canopy_60","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55231.798542,NA,NA,NA,NA,53559.695724,NA,NA,NA,NA,NA,NA
"NLCD_canopy_80","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17674.219076,NA,NA,NA,NA,16447.683914,NA,NA,NA,NA,NA,NA
"NLCD_canopy_perc","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38173.986639,NA,NA,NA,NA,37156.157472,NA,NA,NA,NA,NA,NA
"NLCD_forest","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73374.38743,NA,NA,71878.661978,NA,69686.764941,NA,68883.885557,NA,NA,68413.048009,NA,68616.074795,NA,NA,68785.235287,NA,NA,71636.254404,NA,71758.341691,NA
"NLCD_forest_woodywet","WA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75565.139163,NA,NA,74068.504404,NA,71872.145668,NA,71065.15567,NA,NA,70594.342542,NA,70819.474552,NA,NA,70995.311364,NA,NA,73846.336514,NA,73962.213095,NA
"NRI_total","WA",NA,NA,51695.6697693242,NA,NA,NA,NA,51222.1772561716,NA,NA,NA,NA,50849.8583569405,NA,NA,NA,NA,50271.1452853096,NA,NA,NA,NA,50004.0469445569,NA,NA,NA,NA,49886.6855524079,NA,NA,NA,NA,49740.995548361,NA,NA,NA,NA,NA
"NRI_grazed","WA",NA,NA,12424.1197895589,NA,NA,NA,NA,12496.9647915824,NA,NA,NA,NA,12278.4297855119,NA,NA,NA,NA,11651.1533791987,NA,NA,NA,NA,10898.4216916228,NA,NA,NA,NA,10570.6191825172,NA,NA,NA,NA,10554.4314042898,NA,NA,NA,NA,NA
"NRI_notgrazed","WA",NA,NA,39271.5499797653,NA,NA,NA,NA,38725.2124645892,NA,NA,NA,NA,38571.4285714286,NA,NA,NA,NA,38619.9919061109,NA,NA,NA,NA,39105.625252934,NA,NA,NA,NA,39316.0663698907,NA,NA,NA,NA,39186.5641440712,NA,NA,NA,NA,NA
"DW_trees_annual_mode","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45385.870544,46932.723899,53120.107562,46245.183792,49598.002556,43831.697207
"DW_trees_gs_mode","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50211.694887,47178.601587,54500.528376,47885.746063,51751.12672,49223.174253
"DW_trees_prob_10","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93202.797832,86683.010231,92225.760847,87321.05329,90878.555122,84129.690558
"DW_trees_prob_25","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49598.43219,51643.099647,55170.839349,49199.743318,52685.088233,45009.327419
"DW_trees_prob_50","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11992.976399,18366.854782,17637.260189,13123.734083,15198.08697,10346.882498
"ESA_trees","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72585.522956,76366.626611,NA
"ESRI_2020_trees","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41264.73647,NA,NA
"ESRI_annual_trees","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40154.856476,42730.635899,39073.912836,37390.014108,35757.775794,35757.775794
"Hansen_GFC","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27293.798367,27196.580547,26992.429945,26911.799437,26809.372517,26661.439173,26607.233119,26161.785635,25992.429951,25946.95983,25792.981823,25723.19155,25564.175519,25426.490241,25371.894653,25335.322415,25284.598969,25229.876073,25040.049371,24921.282668,24635.533098,24159.921833,NA
"LCMAP_trees","CO",79873.032998,79854.369638,79781.911027,79665.055662,79528.698864,79478.994021,79495.101592,79590.352884,79690.880925,79702.878141,79953.022027,79864.108199,79842.972885,79808.784165,79771.782864,79657.623155,79476.030328,78800.102467,78686.083482,78721.020419,78788.217451,78566.051269,78529.334519,78445.362215,78377.388974,78266.283603,78157.297178,77995.451908,77766.402889,77713.273503,77730.764512,77586.458018,77383.375507,77078.343698,76759.994971,76542.414811,75587.549438,NA
"LCMAP_trees_woodywet","CO",80821.99519,80803.327447,80730.608279,80613.318215,80475.970888,80426.114728,80441.91793,80537.490465,80638.892325,80651.385652,80902.75855,80813.924834,80792.818722,80758.879291,80721.806587,80607.640019,80425.408192,79751.368976,79636.601463,79672.207101,79740.108991,79519.415287,79483.432937,79398.88993,79330.197589,79217.742218,79106.59873,78943.852051,78713.810332,78660.429847,78677.73043,78532.005536,78327.320618,78019.00651,77699.002429,77479.402669,76520.939996,NA
"LCMS_all_trees_mixes","CO",95942.506941,97114.943911,97164.51979,97133.019783,97073.017683,97115.920175,97216.607495,97295.722027,97309.455462,97448.172547,97916.606269,97629.457927,97589.138184,97523.348763,97482.11766,96839.668863,96547.724682,95337.26562,95626.778992,95807.608958,96084.39642,95976.629128,96151.033912,96197.180262,96402.694471,96613.386783,96678.714921,96601.208036,96752.1849,97180.09555,97431.781094,97270.184505,97040.392962,95854.968695,95961.778987,95848.344056,95502.761664,95950.430138
"LCMS_forest","CO",92596.092854,95318.31103,95463.89845,95515.254603,95495.727681,95564.650612,95694.061259,95733.979252,95665.812942,95807.008909,96409.227328,96101.547257,96094.84494,96008.037702,95989.862361,95382.842103,95171.736412,94462.375665,94817.281948,94953.76854,95164.606482,95053.385435,95170.009432,95210.097416,95432.036565,95651.100511,95718.287707,95737.116112,96059.980641,96455.751674,96666.781203,96515.24124,96229.402012,95325.651112,95481.55357,95258.218842,95307.989498,96020.71459
"LCMS_trees","CO",80578.20541,81422.51629,81479.750114,81552.016665,81545.685109,81613.421858,81720.273328,81787.671889,81688.488197,81836.405862,82119.91669,81861.905495,81658.413197,81473.136854,81329.995252,80637.354617,80257.702072,79031.658892,78952.663411,78944.505314,78986.848849,78849.064154,78818.96965,78736.477387,78766.085583,78775.716123,78692.120844,78404.350528,78227.447174,78308.578376,78415.10538,78231.843455,78074.925642,77136.820447,76706.295377,76509.624292,75673.914367,75853.940618
"LCMS_trees_shrubs_mix","CO",83254.825235,84206.849703,84259.987958,84312.72877,84293.380383,84358.660376,84469.115703,84547.732535,84557.086785,84700.500218,84991.672496,84742.732552,84559.209017,84398.794761,84268.935914,83611.694407,83238.356452,81912.713717,81895.167031,81912.213614,81998.981992,81879.040471,81881.677457,81838.502265,81911.866012,81962.805518,81924.364831,81688.548882,81591.499545,81742.974532,81892.169145,81726.091722,81569.898571,80583.839784,80197.201496,80014.999422,79181.627594,79272.134325
"MODIS_1_IGBP","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6971.664705,5393.979411,4516.622549,4478.598039,4817.062745,5002.861764,4781.274509,4972.896078,5081.086274,4721.223529,4829.37745,4227.255882,4017.50098,3819.871568,3745.169607,3679.37549,3642.159803,3093.873529,2621.029411,2190.8,2326.298039,NA
"MODIS_2_UMD","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6972.664705,5393.979411,4516.622549,4478.598039,4817.062745,5002.861764,4781.274509,4972.896078,5081.086274,4721.223529,4829.37745,4227.255882,4017.50098,3819.871568,3745.169607,3679.37549,3642.159803,3093.873529,2621.029411,2190.8,2326.298039,NA
"MODIS_3_LAI","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6972.664705,5393.979411,4516.622549,4478.598039,4817.062745,5002.861764,4781.274509,4972.896078,5081.086274,4721.223529,4829.37745,4227.255882,4017.50098,3819.871568,3745.169607,3679.37549,3642.159803,3093.873529,2621.029411,2190.8,2326.298039,NA
"MODIS_4_BGC","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63756.502941,61821.07745,58680.418627,58833.70098,60774.25098,59514.611764,59637.554901,59056.888235,59602.012745,59006.512745,59435.962745,57025.399999,56617.659803,56218.506862,56751.463725,56174.15098,57345.319607,55108.703921,54691.886274,52042.42745,50989.860784,NA
"MODIS_5_PFT","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63202.396078,60897.322549,57808.147058,58057.712745,59895.678431,58613.914705,58891.77745,58463.369607,59069.587254,58550.045098,58999.356862,56543.879411,56086.37549,55546.660784,56033.123529,55436.558823,56588.535294,54411.413725,54033.269607,51379.108823,50343.218627,NA
"NLCD_canopy_10","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87282.014904,NA,NA,NA,NA,87532.370742,NA,NA,NA,NA,NA,NA
"NLCD_canopy_20","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72027.520457,NA,NA,NA,NA,72158.116831,NA,NA,NA,NA,NA,NA
"NLCD_canopy_60","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611.236108,NA,NA,NA,NA,580.512476,NA,NA,NA,NA,NA,NA
"NLCD_canopy_80","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.202415,NA,NA,NA,NA,0.0054,NA,NA,NA,NA,NA,NA
"NLCD_canopy_perc","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12389.265801,NA,NA,NA,NA,12353.068556,NA,NA,NA,NA,NA,NA
"NLCD_forest","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77005.901241,NA,NA,75934.539631,NA,75580.803645,NA,75367.014314,NA,NA,75130.815088,NA,74496.739803,NA,NA,74440.828651,NA,NA,73848.815512,NA,72107.01342,NA
"NLCD_forest_woodywet","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79404.324543,NA,NA,78323.959231,NA,77973.281385,NA,77753.873816,NA,NA,77513.725729,NA,76923.21715,NA,NA,76861.472618,NA,NA,76367.601282,NA,74620.891722,NA
"NRI_total","CO",NA,NA,15572.6426547956,NA,NA,NA,NA,15014.164305949,NA,NA,NA,NA,14876.5681910158,NA,NA,NA,NA,14556.8595710239,NA,NA,NA,NA,14484.0145690004,NA,NA,NA,NA,14407.1226224201,NA,NA,NA,NA,14350.465398624,NA,NA,NA,NA,NA
"NRI_grazed","CO",NA,NA,9607.44637798462,NA,NA,NA,NA,9154.18858761635,NA,NA,NA,NA,9125.85997571833,NA,NA,NA,NA,8130.31161473088,NA,NA,NA,NA,7919.87049777418,NA,NA,NA,NA,7895.58883043302,NA,NA,NA,NA,7757.9927154998,NA,NA,NA,NA,NA
"NRI_notgrazed","CO",NA,NA,5965.19627681101,NA,NA,NA,NA,5859.97571833266,NA,NA,NA,NA,5750.70821529745,NA,NA,NA,NA,6426.547956293,NA,NA,NA,NA,6564.14407122622,NA,NA,NA,NA,6511.53379198705,NA,NA,NA,NA,6592.47268312424,NA,NA,NA,NA,NA
"DW_trees_annual_mode","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93746.529742,83932.015868,79075.322958,86526.51957,91306.947557,86525.621721
"DW_trees_gs_mode","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102423.944149,100097.931558,100077.838818,98849.840159,95214.022348,101300.190778
"DW_trees_prob_10","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128220.156741,116772.939041,114832.443947,113060.463846,117693.569159,114569.082696
"DW_trees_prob_25","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88862.696317,82795.548914,80677.244299,83320.384996,86431.81724,86382.12673
"DW_trees_prob_50","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38355.276153,14563.7898,12077.498783,17116.437973,36443.429881,15055.180698
"ESA_trees","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83292.736931,83144.381554,NA
"ESRI_2020_trees","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70534.273953,NA,NA
"ESRI_annual_trees","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72329.874845,73279.450336,71320.016363,73254.871963,76048.125886,76048.125886
"Hansen_GFC","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60611.173465,60351.725219,60149.781216,60008.022163,59745.586633,59490.95239,59207.14276,58875.041814,58551.210471,58341.545625,58093.690241,57810.108937,57310.64593,57102.629604,56832.557156,56540.053639,56232.543882,55892.000334,55574.837775,55252.916003,54982.758668,54675.610641,NA
"LCMAP_trees","MN",47136.340132,47168.516985,47179.757403,47129.189834,47087.094247,47047.967975,47023.99434,46968.801448,46928.078597,46894.801782,46864.204881,46845.41677,46801.789464,46776.904574,46739.757543,46640.926118,46602.752901,46544.381883,46507.583565,46482.671396,46490.091112,46461.5166,46431.593689,46431.886912,46433.970296,46414.798849,46442.485574,46391.642068,46391.05597,46378.986412,46352.379017,46371.628648,46388.904804,46419.914442,46425.818181,46468.728137,46448.16366,NA
"LCMAP_trees_woodywet","MN",68945.315237,68990.686528,69006.332795,68937.743008,68861.782235,68804.831777,68770.265216,68697.234201,68634.404251,68575.593624,68523.451623,68487.03811,68431.289004,68401.180535,68352.648787,68234.595935,68170.983769,68084.863048,67955.908782,67912.982731,67908.511175,67862.498851,67801.151555,67780.43725,67773.237585,67736.015572,67734.509587,67628.311231,67602.107378,67566.625087,67521.384158,67516.926889,67502.960936,67494.337408,67467.456042,67496.549198,67450.384263,NA
"LCMS_all_trees_mixes","MN",80108.579329,80575.759171,80797.488031,80975.674722,81448.526897,81861.32029,82259.915262,82265.481504,82532.488037,82754.20956,83006.775628,83158.18122,83290.484749,83386.023617,83479.472551,83583.562912,83611.859989,83773.85874,83880.794375,83870.74686,83927.752528,83980.058371,84120.167558,84177.099127,84119.774777,84225.126409,84395.145144,84262.19226,84110.084636,83974.546379,83995.442537,83975.723205,83943.20995,83920.165351,83881.453651,83940.631161,83945.742416,84614.573714
"LCMS_forest","MN",85286.483731,85384.226728,85055.841723,85018.747732,85421.242175,85654.453789,85783.364272,85597.67323,85677.862595,85746.050325,85902.056011,86020.024168,86057.350704,86084.963205,86120.202529,86154.473689,86259.127327,86356.552634,86330.705696,86165.067917,86187.539728,86277.938894,86458.240676,86515.330665,86373.257332,86389.508195,86629.901707,86707.951443,86764.292438,86700.38455,86684.134969,86731.917268,86814.627328,87009.64759,87059.853243,87094.108235,87372.784821,89226.20497
