"dataset_id","state","X1985","X1986","X1987","X1988","X1989","X1990","X1991","X1992","X1993","X1994","X1995","X1996","X1997","X1998","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022"
"NRI_total","ME",NA,NA,71242.4119789559,NA,NA,NA,NA,71295.0222581951,NA,NA,NA,NA,71315.2569809794,NA,NA,NA,NA,NA,NA,NA,NA,NA,70979.36058276,NA,NA,NA,NA,70967.2197490894,NA,NA,NA,NA,70631.3233508701,NA,NA,NA,NA,NA
"NRI_grazed","ME",NA,NA,24.2816673411574,NA,NA,NA,NA,16.1877782274383,NA,NA,NA,NA,12.1408336705787,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.328611898017,NA,NA,NA,NA,40.4694455685957,NA,NA,NA,NA,32.3755564548766,NA,NA,NA,NA,NA
"NRI_notgrazed","ME",NA,NA,71218.1303116147,NA,NA,NA,NA,71278.8344799676,NA,NA,NA,NA,71303.1161473088,NA,NA,NA,NA,71129.0975313638,NA,NA,NA,NA,70951.031970862,NA,NA,NA,NA,70926.7503035208,NA,NA,NA,NA,70598.9477944152,NA,NA,NA,NA,NA
"DW_trees_annual_mode","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89287.481649,88736.12998,89844.20661,90627.635269,91182.517914,89461.766521
"DW_trees_gs_mode","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76580.964373,90284.232557,93794.247452,92002.398772,95272.560029,92097.653169
"DW_trees_prob_10","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100692.022524,100333.982722,102059.002949,101527.708089,102636.373276,99627.844818
"DW_trees_prob_25","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89962.60297,89319.881832,90595.254232,91093.338334,91441.470564,90027.774614
"DW_trees_prob_50","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74338.568096,73473.30501,77834.093193,78798.758077,76917.315335,75722.214394
"ESA_trees","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89626.710699,88299.484056,NA
"ESRI_2020_trees","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81311.779065,NA,NA
"ESRI_annual_trees","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81869.139571,81042.318118,81919.242665,82566.604871,81308.986385,81308.986385
"Hansen_GFC","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65962.487391,64753.460154,63778.228531,62855.654424,61703.800394,60245.725871,59141.084325,57967.330479,56723.772514,55864.224275,54702.804599,53708.286115,52567.383403,51624.452218,50608.651746,49669.99803,48581.018434,47397.937301,46413.950557,45514.870546,44720.10991,44071.551918,NA
"LCMAP_trees","MS",53695.46125,54410.912025,54991.294454,55568.161457,56334.901034,56568.773435,56983.019911,57152.879064,57200.778942,57092.578761,56911.930443,56420.005535,55818.000028,54899.955261,54221.061158,53546.011821,53491.758564,53879.20441,54241.772989,54474.094214,54418.668148,53505.092234,53748.90924,53948.726908,54397.0173,54354.757616,54140.098087,54235.242801,54267.038438,54235.37743,54114.944565,53958.384656,54171.333211,54453.438737,55005.127704,55391.995496,55612.11841,NA
"LCMAP_trees_woodywet","MS",64797.999211,65556.697884,66163.300881,66764.631441,67566.313305,67796.030534,68213.517148,68392.071949,68434.370788,68313.881943,68115.697171,67586.882078,66945.523436,65966.246551,65228.628314,64523.36119,64449.808824,64820.718554,65167.739022,65349.533114,65235.308114,63852.485696,63999.999727,64083.112298,64455.073277,64344.746431,63995.20986,64028.396685,63999.266008,63890.656902,63684.488445,63445.314822,63586.491356,63820.930334,64312.742195,64646.606251,64825.254832,NA
"LCMS_all_trees_mixes","MS",81163.969577,82341.961969,83065.25959,83725.950889,84583.151265,85143.349129,85779.475835,86263.715887,86714.629644,87090.735847,87373.009891,87508.459249,87612.14587,87471.267321,87343.556809,87382.60938,87981.604842,88536.812234,88985.645131,89186.64042,89301.414031,88947.694997,89228.107595,89521.400318,89815.971119,90096.332968,90239.616596,90440.040261,90532.30368,90537.974071,90443.480922,90368.696064,90392.58061,90374.542316,90501.898238,90703.887511,90865.184975,90656.172511
"LCMS_forest","MS",83006.042541,84790.353204,85346.026207,85791.265771,86441.889885,86646.760341,87104.792361,87373.926663,87714.414356,88049.205631,88331.227757,88479.390416,88750.96206,88739.921227,88876.691654,89005.016001,89406.169722,89690.846223,90004.68307,90170.610105,90324.18223,90129.934238,90384.298852,90505.78615,90651.961856,90875.21707,90863.220635,90945.203392,91006.690365,91045.672461,91057.448227,91034.045047,91106.686634,91270.619657,91481.409854,91713.892761,91991.074387,92528.216954
"LCMS_trees","MS",77940.720638,78971.330431,79541.163878,80086.571714,80812.910347,81379.443843,82025.35993,82544.349529,83013.152989,83357.920217,83604.190874,83631.935812,83659.726542,83377.863751,83141.496398,83056.931738,83489.772434,84081.086883,84624.584057,84902.412024,84999.732723,84571.838936,84719.44603,84986.212955,85278.706965,85540.873238,85640.610638,85801.969845,85812.21817,85813.897097,85724.895374,85581.227159,85715.501428,85876.687934,86110.080148,86473.099754,86846.917747,86886.699137
"LCMS_trees_shrubs_mix","MS",77940.740438,78971.343031,79541.174678,80086.588814,80812.926547,81379.458243,82025.37793,82544.370229,83013.171889,83357.938217,83604.218774,83631.956512,83659.749042,83377.889851,83141.526098,83056.953338,83489.794034,84081.119283,84624.608357,84902.433624,84999.755223,84571.861436,84719.46673,84986.236355,85278.728565,85540.898438,85640.638538,85801.991445,85812.24157,85813.929497,85724.931374,85581.260459,85715.532928,85876.730234,86110.123348,86473.159154,86846.981647,86886.770237
"MODIS_1_IGBP","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37189.530392,39992.316666,39933.321568,42315.628431,41114.797058,36524.964705,36011.820588,38256.244117,40791.687254,39682.110784,38996.908823,39694.992156,43582.702941,43875.234313,42494.082352,42495.929411,45293.452941,47570.774509,46679.909803,46553.490196,47876.955882,NA
"MODIS_2_UMD","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37222.434313,40005.137254,39943.672549,42326.736274,41122.766666,36531.714705,36017.137254,38262.244117,40798.687254,39690.010784,39004.27549,39702.808823,43590.519607,43881.984313,42500.582352,42503.429411,45301.952941,47580.024509,46690.743137,46562.556862,47885.772549,NA
"MODIS_3_LAI","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37222.434313,40005.137254,39943.672549,42326.736274,41122.766666,36531.714705,36017.137254,38262.244117,40798.687254,39690.010784,39004.27549,39702.808823,43590.519607,43881.984313,42500.582352,42503.429411,45301.952941,47580.024509,46690.743137,46562.556862,47885.772549,NA
"MODIS_4_BGC","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100821.986274,101151.656862,100392.455882,100145.904901,99334.996078,98816.570588,99382.862745,99798.034313,100574.762745,99990.107843,99867.730392,100512.939215,100836.742156,100583.034313,100294.982352,100016.705882,100827.40098,101301.008823,101396.193137,101983.089215,102407.403921,NA
"MODIS_5_PFT","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100821.736274,101151.656862,100392.455882,100145.654901,99334.746078,98816.070588,99381.112745,99797.534313,100574.762745,99989.357843,99867.730392,100512.939215,100836.742156,100583.034313,100294.982352,100016.205882,100827.40098,101301.008823,101396.193137,101982.839215,102407.153921,NA
"NLCD_canopy_10","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86917.331032,NA,NA,NA,NA,86087.28937,NA,NA,NA,NA,NA,NA
"NLCD_canopy_20","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86030.684512,NA,NA,NA,NA,85200.692075,NA,NA,NA,NA,NA,NA
"NLCD_canopy_60","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75060.701244,NA,NA,NA,NA,72861.761565,NA,NA,NA,NA,NA,NA
"NLCD_canopy_80","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61525.93615,NA,NA,NA,NA,57131.124956,NA,NA,NA,NA,NA,NA
"NLCD_canopy_perc","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63735.419604,NA,NA,NA,NA,60925.466405,NA,NA,NA,NA,NA,NA
"NLCD_forest","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49264.206391,NA,NA,49511.659535,NA,49387.067223,NA,49449.302583,NA,NA,49993.933249,NA,51291.010845,NA,NA,50261.292811,NA,NA,51620.56819,NA,52310.213085,NA
"NLCD_forest_woodywet","MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69354.740174,NA,NA,69238.532364,NA,69030.324652,NA,68761.290818,NA,NA,69700.929822,NA,71437.625936,NA,NA,70331.531932,NA,NA,71806.748936,NA,72431.838822,NA
"NRI_total","MS",NA,NA,63876.9728854715,NA,NA,NA,NA,64714.6904087414,NA,NA,NA,NA,65795.2246054229,NA,NA,NA,NA,67907.7296641036,NA,NA,NA,NA,68636.1796843383,NA,NA,NA,NA,69575.0708215297,NA,NA,NA,NA,70562.5252934035,NA,NA,NA,NA,NA
"NRI_grazed","MS",NA,NA,6329.42128692837,NA,NA,NA,NA,5803.31849453662,NA,NA,NA,NA,4662.08012950223,NA,NA,NA,NA,3217.32092270336,NA,NA,NA,NA,2444.35451234318,NA,NA,NA,NA,2112.5050586807,NA,NA,NA,NA,1914.20477539458,NA,NA,NA,NA,NA
"NRI_notgrazed","MS",NA,NA,57547.5515985431,NA,NA,NA,NA,58911.3719142048,NA,NA,NA,NA,61133.1444759207,NA,NA,NA,NA,64690.4087414002,NA,NA,NA,NA,66191.8251719951,NA,NA,NA,NA,67462.565762849,NA,NA,NA,NA,68648.3205180089,NA,NA,NA,NA,NA
"DW_trees_annual_mode","WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54061.198318,55248.634246,55709.205003,55114.572427,53538.341555,52767.202389
"DW_trees_gs_mode","WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52542.843491,55787.983611,56862.600175,57124.74825,56590.573757,57376.521085
"DW_trees_prob_10","WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59558.48962,59820.491816,59528.173807,60060.723941,59769.776337,59344.034177
"DW_trees_prob_25","WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55019.267873,55822.485935,55839.191804,56260.096608,55629.131176,55145.18318
"DW_trees_prob_50","WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38338.095079,37445.805489,45145.298189,39812.203349,35537.18566,23028.009126
"ESA_trees","WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54866.615812,54194.050421,NA
"ESRI_2020_trees","WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52716.374156,NA,NA
"ESRI_annual_trees","WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53362.943791,53459.581629,53142.150967,52711.519528,53015.257529,53015.257529
"Hansen_GFC","WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46545.467453,46467.051954,46384.540819,46353.352831,46283.825923,46166.649815,46070.321732,45926.827087,45806.690198,45716.167654,45617.060448,45542.961277,45429.940761,45358.182888,45240.542387,45114.047169,44955.996447,44780.211031,44651.149922,44522.353043,44407.791088,44302.229447,NA
"LCMAP_trees","WV",53219.024834,53272.942708,53272.321916,53271.237049,53286.194968,53270.866111,53260.313848,53249.459438,53237.497228,53225.276251,53216.057498,53204.465188,53192.462689,53170.593045,53128.531436,53102.560037,53072.636336,53048.96005,53034.372758,52998.513472,52948.085131,52902.514334,52834.86294,52784.091808,52753.896402,52707.545527,52672.617571,52648.531365,52612.17565,52560.851908,52519.857112,52478.11189,52439.914948,52408.31005,52343.513308,52260.683283,52195.479621,NA
"LCMAP_trees_woodywet","WV",53271.522476,53325.53935,53325.046563,53323.977896,53339.09815,53323.812494,53313.32053,53302.482321,53290.464568,53278.230091,53268.988838,53257.411722,53245.424523,53223.56118,53181.427874,53155.432323,53125.507722,53101.827769,53087.677877,53051.973391,53001.528875,52955.967977,52888.318383,52837.522051,52807.260264,52760.880148,52725.899018,52701.775912,52665.349097,52613.963255,52572.93516,52531.149437,52492.898495,52461.27397,52396.406128,52313.493592,52248.21253,NA
"LCMS_all_trees_mixes","WV",55873.999129,56048.95165,56086.14582,56163.196905,56277.768564,56303.88493,56339.817945,56387.347891,56411.995708,56456.70702,56501.611503,56537.791538,56529.314805,56487.354748,56404.832354,56422.046421,56415.243652,56416.771411,56450.592,56460.199016,56457.031471,56463.968142,56452.936012,56464.697777,56480.055596,56477.473574,56504.991042,56519.991921,56528.908983,56490.492455,56468.220667,56434.841008,56416.373975,56406.150631,56418.970722,56462.750724,56514.257918,56576.288329
"LCMS_forest","WV",55163.067631,55794.985972,55759.464148,55793.85283,55838.779598,55765.398723,55773.644551,55790.053821,55794.975984,55827.712492,55870.582185,55898.50435,55888.019428,55846.380201,55780.539395,55794.774307,55782.031203,55777.926067,55806.194361,55813.813867,55825.237542,55847.525121,55864.087754,55899.726416,55940.320881,55976.383189,56029.97436,56086.353162,56132.3856,56157.222508,56200.199622,56230.716564,56274.934708,56324.113898,56385.377523,56452.866137,56521.3296,56652.824322
"LCMS_trees","WV",54389.850667,54548.911316,54592.39123,54661.168118,54751.239783,54785.28541,54825.780388,54855.69954,54873.588635,54912.059375,54949.661982,54969.611322,54940.912199,54877.333454,54753.833523,54729.054575,54704.861022,54693.676302,54719.534985,54713.473499,54695.306375,54681.203089,54642.099571,54625.991502,54617.796395,54588.874461,54571.257878,54547.435679,54503.695807,54462.951112,54416.987297,54324.4683,54289.387831,54278.07894,54286.460615,54331.093799,54413.099407,54518.505091
"LCMS_trees_shrubs_mix","WV",54390.839488,54549.703838,54593.114964,54661.845441,54751.832505,54785.78041,54826.212388,54856.06674,54873.936935,54912.358175,54949.915782,54969.848922,54941.138999,54877.539554,54754.029723,54729.234575,54705.027522,54693.853602,54719.668185,54713.597699,54695.434175,54681.334489,54642.226471,54626.130102,54617.943995,54589.022061,54571.424378,54547.610279,54503.876707,54463.177912,54417.200597,54324.6699,54289.615531,54278.29944,54286.684715,54331.3044,54413.314507,54518.862391
"MODIS_1_IGBP","WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54127.840196,53587.089215,52855.414705,52914.774509,52741.795098,53115.506862,52454.041176,52835.191176,53416.462745,52290.72549,52859.940196,52381.070588,52639.089215,51784.860784,50480.013725,50381.793137,50741.615686,52242.330392,52891.443137,53156.116666,53283.189215,NA
"MODIS_2_UMD","WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54128.840196,53587.089215,52855.414705,52914.774509,52741.795098,53115.506862,52454.041176,52835.191176,53416.462745,52290.72549,52859.940196,52381.070588,52639.089215,51784.860784,50480.013725,50381.793137,50741.615686,52242.330392,52891.443137,53156.116666,53283.189215,NA
"MODIS_3_LAI","WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54128.840196,53587.089215,52855.414705,52914.774509,52741.795098,53115.506862,52454.041176,52835.191176,53416.462745,52290.72549,52859.940196,52381.070588,52639.089215,51784.860784,50480.013725,50381.793137,50741.615686,52242.330392,52891.443137,53156.116666,53283.189215,NA
"MODIS_4_BGC","WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60903.213725,60844.738235,60523.941176,60695.057843,60831.160784,60951.413725,60969.407843,60841.595098,60811.135294,60640.779411,60812.779411,60943.692156,60864.10098,60811.472549,60905.00098,61026.181372,61145.141176,61220.92549,61137.839215,61248.005882,61264.023529,NA
"MODIS_5_PFT","WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60903.213725,60844.738235,60523.941176,60695.057843,60831.160784,60951.413725,60969.407843,60841.595098,60811.135294,60640.779411,60812.779411,60943.692156,60864.10098,60811.472549,60905.00098,61026.181372,61145.141176,61220.92549,61137.839215,61248.005882,61264.023529,NA
"NLCD_canopy_10","WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55078.366937,NA,NA,NA,NA,54939.831412,NA,NA,NA,NA,NA,NA
"NLCD_canopy_20","WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53834.026005,NA,NA,NA,NA,53702.532688,NA,NA,NA,NA,NA,NA
"NLCD_canopy_60","WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49058.587976,NA,NA,NA,NA,48714.701449,NA,NA,NA,NA,NA,NA
"NLCD_canopy_80","WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36991.319798,NA,NA,NA,NA,36562.834302,NA,NA,NA,NA,NA,NA
"NLCD_canopy_perc","WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35287.587008,NA,NA,NA,NA,35039.823519,NA,NA,NA,NA,NA,NA
"NLCD_forest","WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50942.06899,NA,NA,50724.624854,NA,50394.97501,NA,50388.735487,NA,NA,50209.246228,NA,50259.507585,NA,NA,50048.947574,NA,NA,50200.767437,NA,50382.893505,NA
"NLCD_forest_woodywet","WV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51042.472556,NA,NA,50820.162363,NA,50487.190909,NA,50484.683294,NA,NA,50303.257044,NA,50359.168884,NA,NA,50151.320819,NA,NA,50304.729183,NA,50486.804851,NA
"NRI_total","WV",NA,NA,42691.2181303116,NA,NA,NA,NA,42638.6078510724,NA,NA,NA,NA,42533.3872925941,NA,NA,NA,NA,42306.75839741,NA,NA,NA,NA,42339.1339538648,NA,NA,NA,NA,42448.4014569,NA,NA,NA,NA,42630.5139619587,NA,NA,NA,NA,NA
"NRI_grazed","WV",NA,NA,2917.84702549575,NA,NA,NA,NA,2877.37757992715,NA,NA,NA,NA,2893.56535815459,NA,NA,NA,NA,2549.57507082153,NA,NA,NA,NA,2399.83812221773,NA,NA,NA,NA,2233.91339538648,NA,NA,NA,NA,2112.5050586807,NA,NA,NA,NA,NA
"NRI_notgrazed","WV",NA,NA,39773.3711048159,NA,NA,NA,NA,39761.2302711453,NA,NA,NA,NA,39639.8219344395,NA,NA,NA,NA,39757.1833265884,NA,NA,NA,NA,39939.2958316471,NA,NA,NA,NA,40214.4880615136,NA,NA,NA,NA,40518.008903278,NA,NA,NA,NA,NA
"DW_trees_annual_mode","OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44921.850243,43313.734447,45653.566746,45639.736607,45123.161036,44138.085935
"DW_trees_gs_mode","OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48419.052236,48747.007032,48026.842928,48790.371905,51380.172311,46029.518547
"DW_trees_prob_10","OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60553.630653,60239.526096,60583.024576,64241.824431,61922.12036,57757.693701
"DW_trees_prob_25","OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44864.368234,43621.706327,45301.049237,45952.383704,44687.719938,43527.628839
"DW_trees_prob_50","OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30718.600594,27005.657296,32758.98555,31739.306997,24314.807701,24165.554295
"ESA_trees","OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45060.832096,45006.956081,NA
"ESRI_2020_trees","OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36994.888565,NA,NA
"ESRI_annual_trees","OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36320.182682,37395.266592,36901.366386,37009.572734,36902.283085,36902.283085
"Hansen_GFC","OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29680.417923,29627.125999,29577.054462,29530.702237,29477.781097,29410.756522,29348.515871,29274.805761,29195.138343,29139.51836,29058.433648,29001.584898,28921.084638,28873.157471,28816.964564,28754.01218,28672.202053,28576.640119,28525.124371,28477.958439,28423.07188,28374.027379,NA
"LCMAP_trees","OH",35130.922069,35163.679196,35175.314103,35185.025781,35208.306381,35219.262187,35208.169475,35205.23076,35192.722168,35177.378477,35173.865103,35165.595772,35151.549176,35126.438025,35079.845576,35063.594636,35037.385736,35005.215112,34990.50025,34970.073109,34921.388297,34900.099344,34861.381199,34829.739021,34804.251314,34772.734792,34738.341938,34727.102936,34697.297354,34647.085983,34616.966604,34581.231088,34562.565758,34540.360009,34520.760892,34478.066339,34446.424983,NA
"LCMAP_trees_woodywet","OH",35836.930944,35870.158771,35882.132078,35892.845456,35916.643556,35927.790162,35916.85225,35914.209635,35901.723543,35886.504952,35883.114878,35874.990448,35861.109451,35836.128645,35789.825011,35774.535271,35748.554071,35716.297948,35701.301385,35680.567344,35631.032932,35609.25978,35569.794758,35537.53518,35511.187972,35478.668851,35443.398525,35431.951581,35401.335998,35349.303028,35318.366449,35279.780583,35260.220297,35236.516948,35215.536331,35170.893278,35138.141322,NA
"LCMS_all_trees_mixes","OH",42930.682094,43194.887336,43481.787197,43643.195932,44060.526458,44418.426744,44619.376605,44920.822425,45125.521549,45326.786332,45533.73024,45683.549901,45734.477054,45838.763276,45849.325023,45985.781865,45831.889757,45964.225771,46137.9297,46294.707285,46391.82439,46541.253331,46655.532257,46801.887907,46882.026822,46990.636852,47098.993807,47163.630804,47214.022196,47145.15319,47154.938272,47031.20826,47048.143567,47051.907123,47183.765964,47366.523967,47636.248171,48004.623603
"LCMS_forest","OH",40923.806537,41139.027356,41163.934256,41040.37915,41314.308825,41477.710574,41456.018195,41645.193638,41681.243961,41777.471018,41869.859329,41899.129736,41845.65048,41882.479175,41832.479011,41865.542636,41568.100637,41584.387972,41684.653552,41746.558397,41788.071815,41876.468075,41957.973938,42063.361298,42107.21094,42196.092896,42305.041231,42394.582221,42493.308254,42528.157327,42642.35802,42691.5144,42838.184844,42979.558849,43212.870709,43456.92031,43804.438687,44535.619439
"LCMS_trees","OH",40138.626667,40294.503723,40531.807909,40660.748403,41048.166991,41398.635847,41594.942181,41893.432552,42074.432347,42250.318771,42407.916592,42467.311432,42405.090155,42412.958329,42354.101322,42412.602589,42352.472657,42421.978708,42531.685475,42627.497774,42666.045067,42743.338122,42803.046815,42894.368481,42933.298457,42979.461998,43021.895555,43007.117174,42968.68351,42900.655037,42901.423256,42716.575528,42693.611043,42686.545588,42806.851411,43000.478558,43321.216323,43793.350764
"LCMS_trees_shrubs_mix","OH",40138.637467,40294.511823,40531.813309,40660.751103,41048.170591,41398.637647,41594.946681,41893.435252,42074.435047,42250.325071,42407.919292,42467.314132,42405.095555,42412.962829,42354.106722,42412.608889,42352.478057,42421.984108,42531.694475,42627.503174,42666.054067,42743.345322,42803.051315,42894.372081,42933.307457,42979.473698,43021.908155,43007.133374,42968.69341,42900.664037,42901.434056,42716.586328,42693.629043,42686.565388,42806.874811,43000.504658,43321.238823,43793.396664
